report_date,narrative,trend,primal_desc,choice_600_900,select_600_900,report_title,slug_name,slug_id,office_name,office_code,office_city,office_state,market_location_name,market_location_city,market_location_state,market_type,market_type_category,published_date
01/15/2019,,,Primal Loin,280.65,267.15,National Daily Boxed Beef Cutout & Boxed Beef Cuts - Negotiated Sales - PM (PDF) (LM_XB403),AMS_2453,2453,"Des Moines, IA",LS-NW,Des Moines,IA,"Des Moines, IA",Des Moines,IA,Direct Livestock - LMR Beef,Direct Livestock - LMR Beef,01/15/2019 14:48:34
01/15/2019,,,Primal Brisket,190.80,187.73,National Daily Boxed Beef Cutout & Boxed Beef Cuts - Negotiated Sales - PM (PDF) (LM_XB403),AMS_2453,2453,"Des Moines, IA",LS-NW,Des Moines,IA,"Des Moines, IA",Des Moines,IA,Direct Livestock - LMR Beef,Direct Livestock - LMR Beef,01/15/2019 14:48:34
01/15/2019,,,Primal Plate,156.69,156.69,National Daily Boxed Beef Cutout & Boxed Beef Cuts - Negotiated Sales - PM (PDF) (LM_XB403),AMS_2453,2453,"Des Moines, IA",LS-NW,Des Moines,IA,"Des Moines, IA",Des Moines,IA,Direct Livestock - LMR Beef,Direct Livestock - LMR Beef,01/15/2019 14:48:34
01/15/2019,,,Primal Flank,108.67,105.21,National Daily Boxed Beef Cutout & Boxed Beef Cuts - Negotiated Sales - PM (PDF) (LM_XB403),AMS_2453,2453,"Des Moines, IA",LS-NW,Des Moines,IA,"Des Moines, IA",Des Moines,IA,Direct Livestock - LMR Beef,Direct Livestock - LMR Beef,01/15/2019 14:48:34
01/14/2019,,,Primal Rib,344.59,321.31,National Daily Boxed Beef Cutout & Boxed Beef Cuts - Negotiated Sales - PM (PDF) (LM_XB403),AMS_2453,2453,"Des Moines, IA",LS-NW,Des Moines,IA,"Des Moines, IA",Des Moines,IA,Direct Livestock - LMR Beef,Direct Livestock - LMR Beef,01/14/2019 14:56:38
01/14/2019,,,Primal Chuck,175.93,170.59,National Daily Boxed Beef Cutout & Boxed Beef Cuts - Negotiated Sales - PM (PDF) (LM_XB403),AMS_2453,2453,"Des Moines, IA",LS-NW,Des Moines,IA,"Des Moines, IA",Des Moines,IA,Direct Livestock - LMR Beef,Direct Livestock - LMR Beef,01/14/2019 14:56:38
01/14/2019,,,Primal Round,166.84,167.54,National Daily Boxed Beef Cutout & Boxed Beef Cuts - Negotiated Sales - PM (PDF) (LM_XB403),AMS_2453,2453,"Des Moines, IA",LS-NW,Des Moines,IA,"Des Moines, IA",Des Moines,IA,Direct Livestock - LMR Beef,Direct Livestock - LMR Beef,01/14/2019 14:56:38
01/14/2019,,,Primal Loin,279.02,268.29,National Daily Boxed Beef Cutout & Boxed Beef Cuts - Negotiated Sales - PM (PDF) (LM_XB403),AMS_2453,2453,"Des Moines, IA",LS-NW,Des Moines,IA,"Des Moines, IA",Des Moines,IA,Direct Livestock - LMR Beef,Direct Livestock - LMR Beef,01/14/2019 14:56:38
01/14/2019,,,Primal Brisket,188.90,186.41,National Daily Boxed Beef Cutout & Boxed Beef Cuts - Negotiated Sales - PM (PDF) (LM_XB403),AMS_2453,2453,"Des Moines, IA",LS-NW,Des Moines,IA,"Des Moines, IA",Des Moines,IA,Direct Livestock - LMR Beef,Direct Livestock - LMR Beef,01/14/2019 14:56:38
01/14/2019,,,Primal Plate,156.51,156.51,National Daily Boxed Beef Cutout & Boxed Beef Cuts - Negotiated Sales - PM (PDF) (LM_XB403),AMS_2453,2453,"Des Moines, IA",LS-NW,Des Moines,IA,"Des Moines, IA",Des Moines,IA,Direct Livestock - LMR Beef,Direct Livestock - LMR Beef,01/14/2019 14:56:38
01/14/2019,,,Primal Flank,107.70,105.30,National Daily Boxed Beef Cutout & Boxed Beef Cuts - Negotiated Sales - PM (PDF) (LM_XB403),AMS_2453,2453,"Des Moines, IA",LS-NW,Des Moines,IA,"Des Moines, IA",Des Moines,IA,Direct Livestock - LMR Beef,Direct Livestock - LMR Beef,01/14/2019 14:56:38
01/11/2019,,,Primal Rib,345.52,318.01,National Daily Boxed Beef Cutout & Boxed Beef Cuts - Negotiated Sales - PM (PDF) (LM_XB403),AMS_2453,2453,"Des Moines, IA",LS-NW,Des Moines,IA,"Des Moines, IA",Des Moines,IA,Direct Livestock - LMR Beef,Direct Livestock - LMR Beef,01/11/2019 14:39:37
01/11/2019,,,Primal Chuck,174.67,174.07,National Daily Boxed Beef Cutout & Boxed Beef Cuts - Negotiated Sales - PM (PDF) (LM_XB403),AMS_2453,2453,"Des Moines, IA",LS-NW,Des Moines,IA,"Des Moines, IA",Des Moines,IA,Direct Livestock - LMR Beef,Direct Livestock - LMR Beef,01/11/2019 14:39:37
01/11/2019,,,Primal Round,169.52,171.10,National Daily Boxed Beef Cutout & Boxed Beef Cuts - Negotiated Sales - PM (PDF) (LM_XB403),AMS_2453,2453,"Des Moines, IA",LS-NW,Des Moines,IA,"Des Moines, IA",Des Moines,IA,Direct Livestock - LMR Beef,Direct Livestock - LMR Beef,01/11/2019 14:39:37
01/11/2019,,,Primal Loin,279.72,265.31,National Daily Boxed Beef Cutout & Boxed Beef Cuts - Negotiated Sales - PM (PDF) (LM_XB403),AMS_2453,2453,"Des Moines, IA",LS-NW,Des Moines,IA,"Des Moines, IA",Des Moines,IA,Direct Livestock - LMR Beef,Direct Livestock - LMR Beef,01/11/2019 14:39:37
01/11/2019,,,Primal Brisket,188.96,186.36,National Daily Boxed Beef Cutout & Boxed Beef Cuts - Negotiated Sales - PM (PDF) (LM_XB403),AMS_2453,2453,"Des Moines, IA",LS-NW,Des Moines,IA,"Des Moines, IA",Des Moines,IA,Direct Livestock - LMR Beef,Direct Livestock - LMR Beef,01/11/2019 14:39:37
01/11/2019,,,Primal Plate,156.11,156.11,National Daily Boxed Beef Cutout & Boxed Beef Cuts - Negotiated Sales - PM (PDF) (LM_XB403),AMS_2453,2453,"Des Moines, IA",LS-NW,Des Moines,IA,"Des Moines, IA",Des Moines,IA,Direct Livestock - LMR Beef,Direct Livestock - LMR Beef,01/11/2019 14:39:37
01/11/2019,,,Primal Flank,107.14,105.97,National Daily Boxed Beef Cutout & Boxed Beef Cuts - Negotiated Sales - PM (PDF) (LM_XB403),AMS_2453,2453,"Des Moines, IA",LS-NW,Des Moines,IA,"Des Moines, IA",Des Moines,IA,Direct Livestock - LMR Beef,Direct Livestock - LMR Beef,01/11/2019 14:39:37
01/10/2019,,,Primal Rib,347.03,320.69,National Daily Boxed Beef Cutout & Boxed Beef Cuts - Negotiated Sales - PM (PDF) (LM_XB403),AMS_2453,2453,"Des Moines, IA",LS-NW,Des Moines,IA,"Des Moines, IA",Des Moines,IA,Direct Livestock - LMR Beef,Direct Livestock - LMR Beef,01/10/2019 14:53:02
01/10/2019,,,Primal Chuck,176.14,174.99,National Daily Boxed Beef Cutout & Boxed Beef Cuts - Negotiated Sales - PM (PDF) (LM_XB403),AMS_2453,2453,"Des Moines, IA",LS-NW,Des Moines,IA,"Des Moines, IA",Des Moines,IA,Direct Livestock - LMR Beef,Direct Livestock - LMR Beef,01/10/2019 14:53:02
01/10/2019,,,Primal Round,173.01,173.43,National Daily Boxed Beef Cutout & Boxed Beef Cuts - Negotiated Sales - PM (PDF) (LM_XB403),AMS_2453,2453,"Des Moines, IA",LS-NW,Des Moines,IA,"Des Moines, IA",Des Moines,IA,Direct Livestock - LMR Beef,Direct Livestock - LMR Beef,01/10/2019 14:53:02
01/10/2019,,,Primal Loin,280.06,267.22,National Daily Boxed Beef Cutout & Boxed Beef Cuts - Negotiated Sales - PM (PDF) (LM_XB403),AMS_2453,2453,"Des Moines, IA",LS-NW,Des Moines,IA,"Des Moines, IA",Des Moines,IA,Direct Livestock - LMR Beef,Direct Livestock - LMR Beef,01/10/2019 14:53:02
01/10/2019,,,Primal Brisket,191.13,187.49,National Daily Boxed Beef Cutout & Boxed Beef Cuts - Negotiated Sales - PM (PDF) (LM_XB403),AMS_2453,2453,"Des Moines, IA",LS-NW,Des Moines,IA,"Des Moines, IA",Des Moines,IA,Direct Livestock - LMR Beef,Direct Livestock - LMR Beef,01/10/2019 14:53:02
01/10/2019,,,Primal Plate,155.11,155.11,National Daily Boxed Beef Cutout & Boxed Beef Cuts - Negotiated Sales - PM (PDF) (LM_XB403),AMS_2453,2453,"Des Moines, IA",LS-NW,Des Moines,IA,"Des Moines, IA",Des Moines,IA,Direct Livestock - LMR Beef,Direct Livestock - LMR Beef,01/10/2019 14:53:02
01/10/2019,,,Primal Flank,107.35,106.33,National Daily Boxed Beef Cutout & Boxed Beef Cuts - Negotiated Sales - PM (PDF) (LM_XB403),AMS_2453,2453,"Des Moines, IA",LS-NW,Des Moines,IA,"Des Moines, IA",Des Moines,IA,Direct Livestock - LMR Beef,Direct Livestock - LMR Beef,01/10/2019 14:53:02
01/09/2019,,,Primal Rib,350.41,316.69,National Daily Boxed Beef Cutout & Boxed Beef Cuts - Negotiated Sales - PM (PDF) (LM_XB403),AMS_2453,2453,"Des Moines, IA",LS-NW,Des Moines,IA,"Des Moines, IA",Des Moines,IA,Direct Livestock - LMR Beef,Direct Livestock - LMR Beef,01/09/2019 15:31:27
01/09/2019,,,Primal Chuck,175.25,172.93,National Daily Boxed Beef Cutout & Boxed Beef Cuts - Negotiated Sales - PM (PDF) (LM_XB403),AMS_2453,2453,"Des Moines, IA",LS-NW,Des Moines,IA,"Des Moines, IA",Des Moines,IA,Direct Livestock - LMR Beef,Direct Livestock - LMR Beef,01/09/2019 15:31:27
01/09/2019,,,Primal Round,172.76,172.91,National Daily Boxed Beef Cutout & Boxed Beef Cuts - Negotiated Sales - PM (PDF) (LM_XB403),AMS_2453,2453,"Des Moines, IA",LS-NW,Des Moines,IA,"Des Moines, IA",Des Moines,IA,Direct Livestock - LMR Beef,Direct Livestock - LMR Beef,01/09/2019 15:31:27
01/09/2019,,,Primal Loin,278.61,266.36,National Daily Boxed Beef Cutout & Boxed Beef Cuts - Negotiated Sales - PM (PDF) (LM_XB403),AMS_2453,2453,"Des Moines, IA",LS-NW,Des Moines,IA,"Des Moines, IA",Des Moines,IA,Direct Livestock - LMR Beef,Direct Livestock - LMR Beef,01/09/2019 15:31:27
01/09/2019,,,Primal Brisket,192.24,187.23,National Daily Boxed Beef Cutout & Boxed Beef Cuts - Negotiated Sales - PM (PDF) (LM_XB403),AMS_2453,2453,"Des Moines, IA",LS-NW,Des Moines,IA,"Des Moines, IA",Des Moines,IA,Direct Livestock - LMR Beef,Direct Livestock - LMR Beef,01/09/2019 15:31:27
01/09/2019,,,Primal Plate,155.74,155.74,National Daily Boxed Beef Cutout & Boxed Beef Cuts - Negotiated Sales - PM (PDF) (LM_XB403),AMS_2453,2453,"Des Moines, IA",LS-NW,Des Moines,IA,"Des Moines, IA",Des Moines,IA,Direct Livestock - LMR Beef,Direct Livestock - LMR Beef,01/09/2019 15:31:27
01/09/2019,,,Primal Flank,108.03,107.47,National Daily Boxed Beef Cutout & Boxed Beef Cuts - Negotiated Sales - PM (PDF) (LM_XB403),AMS_2453,2453,"Des Moines, IA",LS-NW,Des Moines,IA,"Des Moines, IA",Des Moines,IA,Direct Livestock - LMR Beef,Direct Livestock - LMR Beef,01/09/2019 15:31:27
01/08/2019,,,Primal Rib,354.98,319.00,National Daily Boxed Beef Cutout & Boxed Beef Cuts - Negotiated Sales - PM (PDF) (LM_XB403),AMS_2453,2453,"Des Moines, IA",LS-NW,Des Moines,IA,"Des Moines, IA",Des Moines,IA,Direct Livestock - LMR Beef,Direct Livestock - LMR Beef,01/08/2019 15:00:29
01/08/2019,,,Primal Chuck,176.19,175.39,National Daily Boxed Beef Cutout & Boxed Beef Cuts - Negotiated Sales - PM (PDF) (LM_XB403),AMS_2453,2453,"Des Moines, IA",LS-NW,Des Moines,IA,"Des Moines, IA",Des Moines,IA,Direct Livestock - LMR Beef,Direct Livestock - LMR Beef,01/08/2019 15:00:29
01/08/2019,,,Primal Round,170.45,173.77,National Daily Boxed Beef Cutout & Boxed Beef Cuts - Negotiated Sales - PM (PDF) (LM_XB403),AMS_2453,2453,"Des Moines, IA",LS-NW,Des Moines,IA,"Des Moines, IA",Des Moines,IA,Direct Livestock - LMR Beef,Direct Livestock - LMR Beef,01/08/2019 15:00:29
01/08/2019,,,Primal Loin,279.14,266.33,National Daily Boxed Beef Cutout & Boxed Beef Cuts - Negotiated Sales - PM (PDF) (LM_XB403),AMS_2453,2453,"Des Moines, IA",LS-NW,Des Moines,IA,"Des Moines, IA",Des Moines,IA,Direct Livestock - LMR Beef,Direct Livestock - LMR Beef,01/08/2019 15:00:29
01/08/2019,,,Primal Brisket,193.60,186.88,National Daily Boxed Beef Cutout & Boxed Beef Cuts - Negotiated Sales - PM (PDF) (LM_XB403),AMS_2453,2453,"Des Moines, IA",LS-NW,Des Moines,IA,"Des Moines, IA",Des Moines,IA,Direct Livestock - LMR Beef,Direct Livestock - LMR Beef,01/08/2019 15:00:29
01/08/2019,,,Primal Plate,151.88,151.88,National Daily Boxed Beef Cutout & Boxed Beef Cuts - Negotiated Sales - PM (PDF) (LM_XB403),AMS_2453,2453,"Des Moines, IA",LS-NW,Des Moines,IA,"Des Moines, IA",Des Moines,IA,Direct Livestock - LMR Beef,Direct Livestock - LMR Beef,01/08/2019 15:00:29
01/08/2019,,,Primal Flank,106.42,104.61,National Daily Boxed Beef Cutout & Boxed Beef Cuts - Negotiated Sales - PM (PDF) (LM_XB403),AMS_2453,2453,"Des Moines, IA",LS-NW,Des Moines,IA,"Des Moines, IA",Des Moines,IA,Direct Livestock - LMR Beef,Direct Livestock - LMR Beef,01/08/2019 15:00:29
01/07/2019,,,Primal Rib,345.96,317.22,National Daily Boxed Beef Cutout & Boxed Beef Cuts - Negotiated Sales - PM (PDF) (LM_XB403),AMS_2453,2453,"Des Moines, IA",LS-NW,Des Moines,IA,"Des Moines, IA",Des Moines,IA,Direct Livestock - LMR Beef,Direct Livestock - LMR Beef,01/07/2019 15:12:44
01/07/2019,,,Primal Chuck,176.64,174.69,National Daily Boxed Beef Cutout & Boxed Beef Cuts - Negotiated Sales - PM (PDF) (LM_XB403),AMS_2453,2453,"Des Moines, IA",LS-NW,Des Moines,IA,"Des Moines, IA",Des Moines,IA,Direct Livestock - LMR Beef,Direct Livestock - LMR Beef,01/07/2019 15:12:44
01/07/2019,,,Primal Round,172.72,175.91,National Daily Boxed Beef Cutout & Boxed Beef Cuts - Negotiated Sales - PM (PDF) (LM_XB403),AMS_2453,2453,"Des Moines, IA",LS-NW,Des Moines,IA,"Des Moines, IA",Des Moines,IA,Direct Livestock - LMR Beef,Direct Livestock - LMR Beef,01/07/2019 15:12:44
01/07/2019,,,Primal Loin,281.98,269.94,National Daily Boxed Beef Cutout & Boxed Beef Cuts - Negotiated Sales - PM (PDF) (LM_XB403),AMS_2453,2453,"Des Moines, IA",LS-NW,Des Moines,IA,"Des Moines, IA",Des Moines,IA,Direct Livestock - LMR Beef,Direct Livestock - LMR Beef,01/07/2019 15:12:44
01/07/2019,,,Primal Brisket,196.13,190.43,National Daily Boxed Beef Cutout & Boxed Beef Cuts - Negotiated Sales - PM (PDF) (LM_XB403),AMS_2453,2453,"Des Moines, IA",LS-NW,Des Moines,IA,"Des Moines, IA",Des Moines,IA,Direct Livestock - LMR Beef,Direct Livestock - LMR Beef,01/07/2019 15:12:44
01/07/2019,,,Primal Plate,151.24,151.24,National Daily Boxed Beef Cutout & Boxed Beef Cuts - Negotiated Sales - PM (PDF) (LM_XB403),AMS_2453,2453,"Des Moines, IA",LS-NW,Des Moines,IA,"Des Moines, IA",Des Moines,IA,Direct Livestock - LMR Beef,Direct Livestock - LMR Beef,01/07/2019 15:12:44
01/07/2019,,,Primal Flank,106.58,103.97,National Daily Boxed Beef Cutout & Boxed Beef Cuts - Negotiated Sales - PM (PDF) (LM_XB403),AMS_2453,2453,"Des Moines, IA",LS-NW,Des Moines,IA,"Des Moines, IA",Des Moines,IA,Direct Livestock - LMR Beef,Direct Livestock - LMR Beef,01/07/2019 15:12:44
01/04/2019,,,Primal Rib,346.38,317.00,National Daily Boxed Beef Cutout & Boxed Beef Cuts - Negotiated Sales - PM (PDF) (LM_XB403),AMS_2453,2453,"Des Moines, IA",LS-NW,Des Moines,IA,"Des Moines, IA",Des Moines,IA,Direct Livestock - LMR Beef,Direct Livestock - LMR Beef,01/04/2019 14:42:54
01/04/2019,,,Primal Chuck,177.71,175.44,National Daily Boxed Beef Cutout & Boxed Beef Cuts - Negotiated Sales - PM (PDF) (LM_XB403),AMS_2453,2453,"Des Moines, IA",LS-NW,Des Moines,IA,"Des Moines, IA",Des Moines,IA,Direct Livestock - LMR Beef,Direct Livestock - LMR Beef,01/04/2019 14:42:54
01/04/2019,,,Primal Round,172.93,175.30,National Daily Boxed Beef Cutout & Boxed Beef Cuts - Negotiated Sales - PM (PDF) (LM_XB403),AMS_2453,2453,"Des Moines, IA",LS-NW,Des Moines,IA,"Des Moines, IA",Des Moines,IA,Direct Livestock - LMR Beef,Direct Livestock - LMR Beef,01/04/2019 14:42:54
01/04/2019,,,Primal Loin,279.76,265.45,National Daily Boxed Beef Cutout & Boxed Beef Cuts - Negotiated Sales - PM (PDF) (LM_XB403),AMS_2453,2453,"Des Moines, IA",LS-NW,Des Moines,IA,"Des Moines, IA",Des Moines,IA,Direct Livestock - LMR Beef,Direct Livestock - LMR Beef,01/04/2019 14:42:54
01/04/2019,,,Primal Brisket,193.75,189.00,National Daily Boxed Beef Cutout & Boxed Beef Cuts - Negotiated Sales - PM (PDF) (LM_XB403),AMS_2453,2453,"Des Moines, IA",LS-NW,Des Moines,IA,"Des Moines, IA",Des Moines,IA,Direct Livestock - LMR Beef,Direct Livestock - LMR Beef,01/04/2019 14:42:54
01/04/2019,,,Primal Plate,155.20,155.20,National Daily Boxed Beef Cutout & Boxed Beef Cuts - Negotiated Sales - PM (PDF) (LM_XB403),AMS_2453,2453,"Des Moines, IA",LS-NW,Des Moines,IA,"Des Moines, IA",Des Moines,IA,Direct Livestock - LMR Beef,Direct Livestock - LMR Beef,01/04/2019 14:42:54
01/04/2019,,,Primal Flank,110.44,107.92,National Daily Boxed Beef Cutout & Boxed Beef Cuts - Negotiated Sales - PM (PDF) (LM_XB403),AMS_2453,2453,"Des Moines, IA",LS-NW,Des Moines,IA,"Des Moines, IA",Des Moines,IA,Direct Livestock - LMR Beef,Direct Livestock - LMR Beef,01/04/2019 14:42:54
01/03/2019,,,Primal Rib,350.51,319.35,National Daily Boxed Beef Cutout & Boxed Beef Cuts - Negotiated Sales - PM (PDF) (LM_XB403),AMS_2453,2453,"Des Moines, IA",LS-NW,Des Moines,IA,"Des Moines, IA",Des Moines,IA,Direct Livestock - LMR Beef,Direct Livestock - LMR Beef,01/03/2019 14:52:51
01/03/2019,,,Primal Chuck,179.99,177.05,National Daily Boxed Beef Cutout & Boxed Beef Cuts - Negotiated Sales - PM (PDF) (LM_XB403),AMS_2453,2453,"Des Moines, IA",LS-NW,Des Moines,IA,"Des Moines, IA",Des Moines,IA,Direct Livestock - LMR Beef,Direct Livestock - LMR Beef,01/03/2019 14:52:51
01/03/2019,,,Primal Round,175.24,177.92,National Daily Boxed Beef Cutout & Boxed Beef Cuts - Negotiated Sales - PM (PDF) (LM_XB403),AMS_2453,2453,"Des Moines, IA",LS-NW,Des Moines,IA,"Des Moines, IA",Des Moines,IA,Direct Livestock - LMR Beef,Direct Livestock - LMR Beef,01/03/2019 14:52:51
01/03/2019,,,Primal Loin,280.38,266.74,National Daily Boxed Beef Cutout & Boxed Beef Cuts - Negotiated Sales - PM (PDF) (LM_XB403),AMS_2453,2453,"Des Moines, IA",LS-NW,Des Moines,IA,"Des Moines, IA",Des Moines,IA,Direct Livestock - LMR Beef,Direct Livestock - LMR Beef,01/03/2019 14:52:51
01/03/2019,,,Primal Brisket,196.77,190.98,National Daily Boxed Beef Cutout & Boxed Beef Cuts - Negotiated Sales - PM (PDF) (LM_XB403),AMS_2453,2453,"Des Moines, IA",LS-NW,Des Moines,IA,"Des Moines, IA",Des Moines,IA,Direct Livestock - LMR Beef,Direct Livestock - LMR Beef,01/03/2019 14:52:51
01/03/2019,,,Primal Plate,155.64,155.64,National Daily Boxed Beef Cutout & Boxed Beef Cuts - Negotiated Sales - PM (PDF) (LM_XB403),AMS_2453,2453,"Des Moines, IA",LS-NW,Des Moines,IA,"Des Moines, IA",Des Moines,IA,Direct Livestock - LMR Beef,Direct Livestock - LMR Beef,01/03/2019 14:52:51
01/03/2019,,,Primal Flank,110.59,107.76,National Daily Boxed Beef Cutout & Boxed Beef Cuts - Negotiated Sales - PM (PDF) (LM_XB403),AMS_2453,2453,"Des Moines, IA",LS-NW,Des Moines,IA,"Des Moines, IA",Des Moines,IA,Direct Livestock - LMR Beef,Direct Livestock - LMR Beef,01/03/2019 14:52:51
01/02/2019,,,Primal Rib,349.61,327.85,National Daily Boxed Beef Cutout & Boxed Beef Cuts - Negotiated Sales - PM (PDF) (LM_XB403),AMS_2453,2453,"Des Moines, IA",LS-NW,Des Moines,IA,"Des Moines, IA",Des Moines,IA,Direct Livestock - LMR Beef,Direct Livestock - LMR Beef,01/02/2019 14:59:12
01/02/2019,,,Primal Chuck,180.93,179.10,National Daily Boxed Beef Cutout & Boxed Beef Cuts - Negotiated Sales - PM (PDF) (LM_XB403),AMS_2453,2453,"Des Moines, IA",LS-NW,Des Moines,IA,"Des Moines, IA",Des Moines,IA,Direct Livestock - LMR Beef,Direct Livestock - LMR Beef,01/02/2019 14:59:12
01/02/2019,,,Primal Round,179.37,180.72,National Daily Boxed Beef Cutout & Boxed Beef Cuts - Negotiated Sales - PM (PDF) (LM_XB403),AMS_2453,2453,"Des Moines, IA",LS-NW,Des Moines,IA,"Des Moines, IA",Des Moines,IA,Direct Livestock - LMR Beef,Direct Livestock - LMR Beef,01/02/2019 14:59:12
01/02/2019,,,Primal Loin,275.78,263.40,National Daily Boxed Beef Cutout & Boxed Beef Cuts - Negotiated Sales - PM (PDF) (LM_XB403),AMS_2453,2453,"Des Moines, IA",LS-NW,Des Moines,IA,"Des Moines, IA",Des Moines,IA,Direct Livestock - LMR Beef,Direct Livestock - LMR Beef,01/02/2019 14:59:12
01/02/2019,,,Primal Brisket,199.59,193.57,National Daily Boxed Beef Cutout & Boxed Beef Cuts - Negotiated Sales - PM (PDF) (LM_XB403),AMS_2453,2453,"Des Moines, IA",LS-NW,Des Moines,IA,"Des Moines, IA",Des Moines,IA,Direct Livestock - LMR Beef,Direct Livestock - LMR Beef,01/02/2019 14:59:12
01/02/2019,,,Primal Plate,154.40,154.40,National Daily Boxed Beef Cutout & Boxed Beef Cuts - Negotiated Sales - PM (PDF) (LM_XB403),AMS_2453,2453,"Des Moines, IA",LS-NW,Des Moines,IA,"Des Moines, IA",Des Moines,IA,Direct Livestock - LMR Beef,Direct Livestock - LMR Beef,01/02/2019 14:59:12
01/02/2019,,,Primal Flank,109.80,107.56,National Daily Boxed Beef Cutout & Boxed Beef Cuts - Negotiated Sales - PM (PDF) (LM_XB403),AMS_2453,2453,"Des Moines, IA",LS-NW,Des Moines,IA,"Des Moines, IA",Des Moines,IA,Direct Livestock - LMR Beef,Direct Livestock - LMR Beef,01/02/2019 14:59:12
12/31/2020,,,Primal Rib,365.66,291.78,National Daily Boxed Beef Cutout & Boxed Beef Cuts - Negotiated Sales - PM (PDF) (LM_XB403),AMS_2453,2453,"Des Moines, IA",LS-NW,Des Moines,IA,"Des Moines, IA",Des Moines,IA,Direct Livestock - LMR Beef,Direct Livestock - LMR Beef,12/31/2020 14:49:27
12/31/2020,,,Primal Chuck,178.32,175.95,National Daily Boxed Beef Cutout & Boxed Beef Cuts - Negotiated Sales - PM (PDF) (LM_XB403),AMS_2453,2453,"Des Moines, IA",LS-NW,Des Moines,IA,"Des Moines, IA",Des Moines,IA,Direct Livestock - LMR Beef,Direct Livestock - LMR Beef,12/31/2020 14:49:27
12/31/2020,,,Primal Round,183.23,182.90,National Daily Boxed Beef Cutout & Boxed Beef Cuts - Negotiated Sales - PM (PDF) (LM_XB403),AMS_2453,2453,"Des Moines, IA",LS-NW,Des Moines,IA,"Des Moines, IA",Des Moines,IA,Direct Livestock - LMR Beef,Direct Livestock - LMR Beef,12/31/2020 14:49:27
12/31/2020,,,Primal Loin,262.92,239.30,National Daily Boxed Beef Cutout & Boxed Beef Cuts - Negotiated Sales - PM (PDF) (LM_XB403),AMS_2453,2453,"Des Moines, IA",LS-NW,Des Moines,IA,"Des Moines, IA",Des Moines,IA,Direct Livestock - LMR Beef,Direct Livestock - LMR Beef,12/31/2020 14:49:27
12/31/2020,,,Primal Brisket,151.57,151.94,National Daily Boxed Beef Cutout & Boxed Beef Cuts - Negotiated Sales - PM (PDF) (LM_XB403),AMS_2453,2453,"Des Moines, IA",LS-NW,Des Moines,IA,"Des Moines, IA",Des Moines,IA,Direct Livestock - LMR Beef,Direct Livestock - LMR Beef,12/31/2020 14:49:27
12/31/2020,,,Primal Plate,112.28,112.28,National Daily Boxed Beef Cutout & Boxed Beef Cuts - Negotiated Sales - PM (PDF) (LM_XB403),AMS_2453,2453,"Des Moines, IA",LS-NW,Des Moines,IA,"Des Moines, IA",Des Moines,IA,Direct Livestock - LMR Beef,Direct Livestock - LMR Beef,12/31/2020 14:49:27
12/31/2020,,,Primal Flank,94.89,91.89,National Daily Boxed Beef Cutout & Boxed Beef Cuts - Negotiated Sales - PM (PDF) (LM_XB403),AMS_2453,2453,"Des Moines, IA",LS-NW,Des Moines,IA,"Des Moines, IA",Des Moines,IA,Direct Livestock - LMR Beef,Direct Livestock - LMR Beef,12/31/2020 14:49:27
12/30/2020,,,Primal Rib,362.17,316.74,National Daily Boxed Beef Cutout & Boxed Beef Cuts - Negotiated Sales - PM (PDF) (LM_XB403),AMS_2453,2453,"Des Moines, IA",LS-NW,Des Moines,IA,"Des Moines, IA",Des Moines,IA,Direct Livestock - LMR Beef,Direct Livestock - LMR Beef,12/30/2020 14:42:27
12/30/2020,,,Primal Chuck,180.16,177.63,National Daily Boxed Beef Cutout & Boxed Beef Cuts - Negotiated Sales - PM (PDF) (LM_XB403),AMS_2453,2453,"Des Moines, IA",LS-NW,Des Moines,IA,"Des Moines, IA",Des Moines,IA,Direct Livestock - LMR Beef,Direct Livestock - LMR Beef,12/30/2020 14:42:27
12/30/2020,,,Primal Round,186.87,185.53,National Daily Boxed Beef Cutout & Boxed Beef Cuts - Negotiated Sales - PM (PDF) (LM_XB403),AMS_2453,2453,"Des Moines, IA",LS-NW,Des Moines,IA,"Des Moines, IA",Des Moines,IA,Direct Livestock - LMR Beef,Direct Livestock - LMR Beef,12/30/2020 14:42:27
12/30/2020,,,Primal Loin,259.89,240.46,National Daily Boxed Beef Cutout & Boxed Beef Cuts - Negotiated Sales - PM (PDF) (LM_XB403),AMS_2453,2453,"Des Moines, IA",LS-NW,Des Moines,IA,"Des Moines, IA",Des Moines,IA,Direct Livestock - LMR Beef,Direct Livestock - LMR Beef,12/30/2020 14:42:27
12/30/2020,,,Primal Brisket,155.57,148.99,National Daily Boxed Beef Cutout & Boxed Beef Cuts - Negotiated Sales - PM (PDF) (LM_XB403),AMS_2453,2453,"Des Moines, IA",LS-NW,Des Moines,IA,"Des Moines, IA",Des Moines,IA,Direct Livestock - LMR Beef,Direct Livestock - LMR Beef,12/30/2020 14:42:27
12/30/2020,,,Primal Plate,112.95,112.95,National Daily Boxed Beef Cutout & Boxed Beef Cuts - Negotiated Sales - PM (PDF) (LM_XB403),AMS_2453,2453,"Des Moines, IA",LS-NW,Des Moines,IA,"Des Moines, IA",Des Moines,IA,Direct Livestock - LMR Beef,Direct Livestock - LMR Beef,12/30/2020 14:42:27
